id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,availability_365,number_of_reviews,review_scores_rating
8.59E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,173066831,Amelia,12-02-2018,"England, United Kingdom",100%,89%,1,2,0,Southwark,Private room,1,1,$52.00,55,23,5
8.61E+17,Home in Greater London · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,376047822,Michael,17-11-2020,,40%,55%,0,2,0,Wandsworth,Private room,2,1,$50.00,356,18,4.83
7.68E+17,Rental unit in Greater London · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,1564917,Daniel,04-01-2012,"London, United Kingdom",100%,91%,0,1,0,Islington,Entire home/apt,3,2,$126.00,145,4,4.75
8.61E+17,Home in Greater London · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,256018814,Valentin,15-04-2019,"London, United Kingdom",100%,100%,0,1,1,Greenwich,Entire home/apt,6,4,$200.00,50,3,5
7.68E+17,Condo in Greater London · 1 bedroom · 2 beds · 1 bath,339033465,Joanna,26-02-2020,"England, United Kingdom",100%,100%,1,11,1,Ealing,Entire home/apt,4,2,$83.00,173,1,5
7.69E+17,Home in Greater London · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,51500274,Abebe,16-12-2015,"London, United Kingdom",100%,100%,1,2,0,Haringey,Private room,2,1,$61.00,193,18,4.78
8.63E+17,Home in London · 1 bedroom · 1 bed · 1.5 shared baths,7808462,Elen,29-07-2013,"London, United Kingdom",N/A,0%,0,2,1,Barnet,Private room,1,1,$34.00,222,0,
7.69E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,407049596,Stephanie,14-06-2021,,91%,99%,0,112,1,Camden,Entire home/apt,4,2,$273.00,362,2,3
7.69E+17,Home in Greater London · ★4.63 · 2 bedrooms · 3 beds · 1 private bath,35351106,Hugh,09-06-2015,"London, United Kingdom",99%,100%,0,44,1,Lambeth,Private room,5,3,$140.00,209,32,4.63
8.64E+17,Rental unit in Greater London · ★4.50 · 1 bedroom · 3 beds · 1 bath,498237996,James,27-01-2023,,100%,87%,0,74,1,Camden,Entire home/apt,5,3,$103.00,0,35,4.5
7.70E+17,Serviced apartment in Greater London · 1 bedroom · 2 beds · 1 bath,315820320,Florence,09-12-2019,,85%,86%,0,156,0,Ealing,Entire home/apt,2,2,$80.00,19,0,
8.64E+17,Rental unit in Greater London · ★4.75 · 1 bedroom · 2 beds · 1 bath,27881769,Mellya,17-02-2015,"London, United Kingdom",100%,79%,0,2,1,Islington,Entire home/apt,4,2,$180.00,274,4,4.75
8.65E+17,Home in Greater London · 1 bedroom · 5 beds · 1 bath,481934463,Eamon,02-10-2022,,0%,100%,0,1,1,Enfield,Entire home/apt,1,5,$42.00,364,0,
7.70E+17,Condo in Greater London · ★4.96 · 1 bedroom · 2 beds · 1 bath,489454878,Ellen,28-11-2022,,100%,98%,1,1,1,Islington,Entire home/apt,2,2,$166.00,0,55,4.96
8.65E+17,Camper/RV in London · 2 bedrooms · 6 beds · 5 baths,93562268,KangSu,04-09-2016,"Seoul, South Korea",N/A,N/A,0,28,1,Southwark,Entire home/apt,2,6,"$1,504.00",365,0,
8.67E+17,Home in Greater London · 4 bedrooms · 3 beds · 3.5 baths,14675654,Abi,24-04-2014,"England, United Kingdom",50%,0%,0,1,0,Camden,Entire home/apt,6,3,$700.00,84,0,
8.67E+17,Home in Greater London · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,476337788,Dean,23-08-2022,,100%,100%,1,7,1,Kensington and Chelsea,Entire home/apt,10,5,$343.00,323,6,5
7.71E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,2634160,Raul&Carol,14-06-2012,"London, United Kingdom",100%,95%,0,80,1,Hammersmith and Fulham,Entire home/apt,3,2,$165.00,258,8,5
8.67E+17,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,158549564,Shanty,13-11-2017,"London, United Kingdom",100%,98%,1,2,1,Islington,Entire home/apt,2,1,$149.00,172,15,4.8
8.67E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,210963713,Wally,21-08-2018,"England, United Kingdom",25%,50%,0,3,1,Hounslow,Entire home/apt,4,2,$130.00,346,7,5
7.71E+17,Home in Greater London · ★4.75 · 2 bedrooms · 3 beds · 1 private bath,11299583,Swati,14-01-2014,"London, United Kingdom",100%,100%,1,3,1,Westminster,Private room,3,3,$183.00,42,40,4.75
8.68E+17,Hotel in Greater London · ★3.70 · 1 bedroom · 2 beds · 1 shared bath,469864971,Hagar,16-07-2022,,N/A,N/A,0,30,1,Westminster,Private room,2,2,$101.00,363,10,3.7
7.74E+17,Rental unit in Greater London · 3 bedrooms · 1 bed · 1 shared bath,9128881,Amina,29-09-2013,"London, United Kingdom",100%,14%,0,2,1,Lambeth,Private room,2,1,$40.00,0,2,5
8.68E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,404321849,Lucky,30-05-2021,"London, United Kingdom",100%,90%,1,4,1,Hammersmith and Fulham,Entire home/apt,1,1,$89.00,148,12,5
8.68E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1 bath,453202477,Ayman,07-04-2022,,46%,15%,0,12,1,Westminster,Entire home/apt,4,2,$155.00,357,2,2.5
7.75E+17,Loft in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,44205091,Nina,14-09-2015,"London, United Kingdom",100%,64%,0,2,0,Westminster,Entire home/apt,2,1,$262.00,200,3,5
7.77E+17,Townhouse in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3957360,Sarah,23-10-2012,"London, United Kingdom",100%,32%,0,1,1,Hackney,Entire home/apt,4,2,$366.00,177,7,5
8.68E+17,Home in Greater London · ★4.71 · 5 bedrooms · 5 beds · 2 baths,239580888,Romario,28-01-2019,"London, United Kingdom",100%,98%,1,11,1,Wandsworth,Entire home/apt,9,5,$300.00,328,14,4.71
7.77E+17,Condo in London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,9002636,Alexandra,23-09-2013,"England, United Kingdom",100%,92%,1,7,1,Hammersmith and Fulham,Private room,2,1,$163.00,290,25,5
8.68E+17,Rental unit in Greater London · ★4.54 · 1 bedroom · 1 bed · 1 bath,108829187,Adam,28-12-2016,"London, United Kingdom",97%,92%,0,5,1,Kensington and Chelsea,Entire home/apt,2,1,$144.00,127,26,4.54
8.70E+17,Rental unit in Greater London · ★4.27 · Studio · 1 bed · 1 bath,471854667,Daniel,27-07-2022,,100%,100%,0,47,1,Hackney,Entire home/apt,2,1,$84.00,248,15,4.27
7.78E+17,Rental unit in Greater London · ★4.22 · 1 bedroom · 1 bed · 1 bath,489827278,Islam,01-12-2022,,80%,97%,0,6,1,Westminster,Entire home/apt,2,1,$126.00,161,9,4.22
8.70E+17,Rental unit in Greater London · ★New · 1 bedroom · 1 bed · 1 bath,290137913,Ben,29-08-2019,,95%,88%,0,3,1,Lambeth,Entire home/apt,4,1,$110.00,104,1,5
7.78E+17,Home in Greater London · 3 bedrooms · 3 beds · 2 baths,24079306,Heide,23-11-2014,"England, United Kingdom",N/A,14%,0,1,1,Kensington and Chelsea,Entire home/apt,4,3,$237.00,0,0,
8.70E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,510223060,Sam,15-04-2023,,0%,N/A,0,1,1,Barnet,Private room,1,1,$150.00,365,0,
7.78E+17,Rental unit in Greater London · ★4.78 · 2 bedrooms · 2 beds · 2 baths,490806201,Stephen,09-12-2022,,100%,100%,0,1,1,Greenwich,Entire home/apt,4,2,$193.00,0,9,4.78
8.71E+17,Rental unit in South Harrow · ★5.0 · 2 bedrooms · 4 beds · 2 baths,408964276,Ali Salih,24-06-2021,,100%,100%,0,1,1,Harrow,Entire home/apt,6,4,$192.00,322,5,5
8.72E+17,Rental unit in Greater London · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,264055664,Asma,25-05-2019,"London, United Kingdom",100%,100%,1,5,1,Islington,Private room,2,1,$45.00,73,53,4.91
7.78E+17,Rental unit in Greater London · ★4.43 · 1 bedroom · 1 bed · 1 bath,488853080,Moka,23-11-2022,,100%,91%,0,1,1,Southwark,Entire home/apt,3,1,$131.00,175,14,4.43
8.72E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,74935820,David,31-05-2016,"London, United Kingdom",100%,91%,0,1,1,Southwark,Entire home/apt,2,1,$165.00,8,8,5
7.78E+17,Home in Greater London · 5 bedrooms · 5 beds · 4 baths,415202018,London,26-07-2021,,N/A,0%,0,10,1,Hillingdon,Entire home/apt,9,5,$278.00,364,0,
8.72E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,135373280,Hugo,16-06-2017,"Bletchingdon, United Kingdom",100%,94%,1,3,1,Hammersmith and Fulham,Entire home/apt,2,1,$162.00,62,7,5
7.79E+17,Rental unit in Greater London · ★4.94 · 2 bedrooms · 2 beds · 1 bath,35314305,Barak & Or,08-06-2015,"Tel Aviv-Yafo, Israel",100%,90%,0,3,1,Barnet,Entire home/apt,4,2,$75.00,72,16,4.94
8.73E+17,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,78601769,David,19-06-2016,"London, United Kingdom",100%,83%,1,1,1,Barnet,Entire home/apt,4,2,$178.00,55,14,5
7.80E+17,Home in Greater London · ★4.60 · 4 bedrooms · 4 beds · 1 bath,491061443,Munaris,11-12-2022,,100%,93%,1,1,1,Hackney,Entire home/apt,7,4,$200.00,306,10,4.6
7.81E+17,Rental unit in Greater London · ★4.87 · 1 bedroom · 1 bed · 1 bath,51534456,Marcus,16-12-2015,"England, United Kingdom",100%,89%,1,2,1,Hammersmith and Fulham,Entire home/apt,2,1,$85.00,343,23,4.87
8.73E+17,Condo in Greater London · ★4.89 · 2 bedrooms · 2 beds · 2 baths,13619750,James,27-03-2014,"Los Angeles, CA",100%,87%,0,2,1,Islington,Entire home/apt,4,2,$295.00,175,9,4.89
7.81E+17,Condo in Greater London · 2 bedrooms · 2 beds · 2 baths,3172125,Carl,06-08-2012,"London, United Kingdom",100%,88%,0,2,1,Hammersmith and Fulham,Entire home/apt,5,2,$229.00,5,2,4.5
8.73E+17,Home in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,478777962,Richard,09-09-2022,,100%,96%,0,6,1,Southwark,Private room,2,1,$97.00,144,4,4.75
7.81E+17,Rental unit in Greater London · ★4.57 · 1 bedroom · 2 beds · 1 bath,48165024,Property By Capital,04-11-2015,"London, United Kingdom",97%,100%,0,532,1,Kensington and Chelsea,Entire home/apt,4,2,$104.00,0,20,4.57
7.81E+17,Home in Greater London · 5 bedrooms · 5 beds · 2.5 shared baths,432558526,Raj,19-11-2021,,100%,25%,0,17,1,Hillingdon,Private room,2,5,$40.00,365,2,5
8.74E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,145604204,Wendy,12-08-2017,"London, United Kingdom",100%,86%,1,1,1,Hounslow,Private room,2,1,$90.00,162,23,5
7.81E+17,Rental unit in Greater London · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,142039077,Stefan,23-07-2017,"London, United Kingdom",100%,73%,0,13,1,Westminster,Private room,1,1,$119.00,0,5,4.6
8.75E+17,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,152004180,Tess,25-09-2017,"London, United Kingdom",100%,88%,1,2,1,Wandsworth,Private room,1,1,$63.00,99,18,5
8.75E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,479535561,Kian,14-09-2022,"London, United Kingdom",100%,83%,0,72,1,Kensington and Chelsea,Entire home/apt,4,2,$450.00,79,0,
7.82E+17,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,10009841,Patrick,14-11-2013,"England, United Kingdom",100%,56%,0,2,1,Hackney,Entire home/apt,4,2,$160.00,5,5,5
8.75E+17,Rental unit in Greater London · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,500043930,Si,07-02-2023,,N/A,97%,0,3,1,Newham,Private room,2,1,$66.00,0,22,4.73
8.77E+17,Rental unit in Greater London · ★4.0 · 2 bedrooms · 4 beds · 1 bath,89355192,Shlome,11-08-2016,"London, United Kingdom",100%,100%,0,262,1,Westminster,Entire home/apt,5,4,$195.00,247,15,4
8.77E+17,Rental unit in Greater London · 3 bedrooms · 3 beds · 2.5 baths,710412,James,23-03-2015,"London, United Kingdom",100%,N/A,0,1,1,Hackney,Entire home/apt,6,3,$640.00,363,0,
7.82E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,258154594,Atanas,26-04-2019,"London, United Kingdom",0%,88%,0,3332,1,Ealing,Entire home/apt,4,2,$247.00,0,0,
7.82E+17,Rental unit in Greater London · ★4.95 · 2 bedrooms · 3 beds · 1 bath,206865727,Raffaele,02-08-2018,"London, United Kingdom",90%,83%,1,1,0,Haringey,Entire home/apt,6,3,$279.00,358,22,4.95
8.77E+17,Rental unit in Greater London · 1 bedroom · 1 bed · Half-bath,258838839,Terri,29-04-2019,"County Wexford, Ireland",N/A,N/A,0,1,1,Tower Hamlets,Private room,1,1,$400.00,364,0,
9.05E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,34457840,Moh,28-05-2015,"London, United Kingdom",100%,98%,0,15,1,Redbridge,Private room,2,1,$42.00,341,9,5
9.06E+17,Rental unit in Greater London · ★4.65 · 1 bedroom · 1 bed · 1 bath,518037592,Dee,03-06-2023,,90%,98%,0,2,1,Lambeth,Entire home/apt,2,1,$98.00,32,17,4.65
7.83E+17,Farm stay in Greater London · ★New · 1 bedroom · 1 bed · 1 private bath,350653072,Marco,18-06-2020,"London, United Kingdom",N/A,N/A,0,3,1,Sutton,Private room,1,1,$95.00,269,0,
9.06E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,3038127,Lauren,24-07-2012,"London, United Kingdom",100%,80%,0,1,1,Islington,Entire home/apt,2,1,$120.00,43,6,5
7.84E+17,Rental unit in Greater London · 2 bedrooms · 5 beds · 2 baths,334967564,Yoel,10-02-2020,,100%,99%,0,42,1,Barnet,Entire home/apt,5,5,$201.00,360,2,4
7.85E+17,Rental unit in Greater London · ★4.0 · Studio · 1 bed · 1 bath,163151766,Jade,18-12-2017,"London, United Kingdom",99%,100%,0,27,1,Camden,Entire home/apt,2,1,$134.00,324,13,4
9.06E+17,Rental unit in Greater London · ★4.78 · 2 bedrooms · 2 beds · 2 baths,36793979,Dylan,26-06-2015,"London, United Kingdom",98%,95%,0,25,1,Kensington and Chelsea,Entire home/apt,3,2,$145.00,350,9,4.78
9.06E+17,Guesthouse in Greater London · ★4.63 · 2 bedrooms · 5 beds · 1 bath,480824485,Mark,24-09-2022,,100%,76%,0,13,1,Barnet,Entire home/apt,6,5,$153.00,0,8,4.63
7.85E+17,Rental unit in Greater London · 3 bedrooms · 3 beds · 3 baths,364155029,Lotanna,24-08-2020,"England, United Kingdom",N/A,N/A,0,1,1,Greenwich,Entire home/apt,6,3,,90,0,
9.07E+17,Home in Greater London · 3 bedrooms · 4 beds · 1 bath,402522093,Carolina,20-05-2021,"England, United Kingdom",100%,100%,0,1,1,Southwark,Entire home/apt,5,4,,52,0,
9.07E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 3 beds · 1 bath,467921785,Leon,06-07-2022,,100%,99%,1,3,1,Newham,Entire home/apt,4,3,$200.00,349,4,5
7.86E+17,Rental unit in Greater London · ★2.33 · 2 bedrooms · 2 beds · 2 baths,492137394,Marcus,20-12-2022,"London, United Kingdom",0%,89%,0,1,1,Newham,Entire home/apt,4,2,$314.00,364,3,2.33
9.07E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,468284137,Hristo,08-07-2022,,100%,100%,1,4,1,Kensington and Chelsea,Entire home/apt,2,1,$270.00,327,0,
9.07E+17,Rental unit in Greater London · 2 bedrooms · 3 beds · 1 bath,461902040,Maria,31-05-2022,"London, United Kingdom",100%,100%,0,5,1,Wandsworth,Entire home/apt,3,3,$240.00,351,1,5
7.87E+17,Rental unit in Greater London · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,21798932,Sherwin,26-09-2014,"London, United Kingdom",100%,61%,0,2,1,Redbridge,Private room,1,1,$40.00,323,21,4.48
9.08E+17,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,45063680,Barry,25-09-2015,"London, United Kingdom",90%,58%,1,3,1,Havering,Private room,2,1,$60.00,351,1,5
9.10E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,519069343,Al,09-06-2023,,100%,93%,0,2,1,Ealing,Private room,2,1,$94.00,75,5,5
9.11E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,519220108,Matthew,10-06-2023,"London Borough of Hackney, United Kingdom",100%,88%,0,1,1,Tower Hamlets,Private room,2,1,$129.00,179,4,5
7.87E+17,Serviced apartment in Greater London · 1 bedroom · 1 bed · 1 bath,54987,TheSquare,17-11-2009,"London, United Kingdom",100%,100%,0,89,1,Camden,Entire home/apt,3,1,$219.00,81,0,
7.88E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,28820321,Veronica,05-03-2015,"London, United Kingdom",99%,99%,0,812,1,Hackney,Entire home/apt,2,1,$150.00,0,1,5
7.89E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,474586226,S.M.H,11-08-2022,"London, United Kingdom",N/A,100%,0,7,1,Westminster,Entire home/apt,4,2,$390.00,364,0,
9.12E+17,Rental unit in London · 1 bedroom · 1 bed · 1 bath,506216089,STK Homes,20-03-2023,"London, United Kingdom",20%,93%,0,419,1,Hounslow,Entire home/apt,1,1,"$1,000.00",0,0,
9.12E+17,Rental unit in London · 1 bedroom · 1 bed · 1 bath,506216089,STK Homes,20-03-2023,"London, United Kingdom",20%,93%,0,419,1,Hounslow,Entire home/apt,1,1,"$1,000.00",0,0,
9.12E+17,Home in Greater London · 1 bedroom · 1 bed · 1 bath,502695666,Raj,25-02-2023,,100%,11%,0,9,1,Kingston upon Thames,Private room,2,1,$50.00,364,0,
9.12E+17,Home in Greater London · 1 bedroom · 1 bed · 1 bath,77619469,Alex,14-06-2016,"London, United Kingdom",0%,100%,0,1,1,Southwark,Private room,1,1,$70.00,87,1,4
7.91E+17,Condo in Greater London · 1 bedroom · 1 bed · 1 private bath,48420000,Sarah,07-11-2015,United Kingdom,80%,58%,0,2,1,Bexley,Private room,1,1,$40.00,0,1,5
9.13E+17,Rental unit in Greater London · ★3.67 · 3 bedrooms · 3 beds · 1 bath,518399720,Habib,05-06-2023,,45%,54%,0,13,1,Redbridge,Entire home/apt,4,3,$70.00,337,3,3.67
7.91E+17,Rental unit in Greater London · ★4.77 · 1 bedroom · 1 bed · 1 private bath,493006997,Belen,27-12-2022,,90%,91%,0,1,1,Kensington and Chelsea,Private room,2,1,$125.00,0,30,4.77
9.14E+17,Rental unit in Greater London · ★4.90 · 2 bedrooms · 2 beds · 1 bath,25758095,Maria,07-01-2015,"London, United Kingdom",100%,100%,1,1,1,Ealing,Entire home/apt,4,2,$129.00,0,19,4.9
7.91E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,481423202,Carolina,28-09-2022,,N/A,N/A,0,1,1,Westminster,Entire home/apt,2,1,$517.00,365,0,
9.14E+17,Rental unit in Greater London · ★4.63 · 1 bedroom · 2 beds · 1.5 baths,520104007,Rayan,15-06-2023,,90%,48%,0,2,1,Southwark,Entire home/apt,2,2,$105.00,283,8,4.63
9.14E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,506216089,STK Homes,20-03-2023,"London, United Kingdom",20%,93%,0,419,1,Barnet,Private room,1,1,"$1,000.00",0,0,
9.14E+17,Home in Greater London · 3 bedrooms · 1 bed · 2.5 shared baths,7284854,Vanessa,04-07-2013,"London, United Kingdom",0%,50%,0,1,0,Merton,Private room,6,1,$200.00,316,1,5
7.92E+17,Condo in Greater London · 4 bedrooms · 4 beds · 1.5 baths,240908077,Linda,03-02-2019,"England, United Kingdom",0%,100%,0,1,0,Barnet,Entire home/apt,7,4,$249.00,283,0,
9.14E+17,Rental unit in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,31163989,Clarissa,13-04-2015,"London, United Kingdom",100%,100%,0,142,1,Tower Hamlets,Entire home/apt,3,1,$224.00,81,6,4.67
7.92E+17,Rental unit in Greater London · ★4.67 · 2 bedrooms · 3 beds · 1 bath,493174587,ReeAni,28-12-2022,,100%,95%,0,3,1,Hillingdon,Entire home/apt,5,3,$111.00,329,3,4.67
9.14E+17,Condo in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,144039661,Matt,03-08-2017,"London, United Kingdom",100%,72%,0,1,1,Wandsworth,Entire home/apt,4,2,$180.00,10,8,5
7.92E+17,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4027232,Tian,31-10-2012,"London, United Kingdom",100%,100%,1,4,1,Wandsworth,Entire home/apt,4,2,$337.00,268,3,5
7.93E+17,Rental unit in Greater London · ★4.82 · 3 bedrooms · 3 beds · 1 bath,492846112,Alevtina,26-12-2022,,100%,95%,1,2,1,Tower Hamlets,Entire home/apt,2,3,$75.00,0,10,4.82
9.16E+17,Home in Greater London · 2 bedrooms · 3 beds · 1 shared bath,520444173,Paola,17-06-2023,,N/A,N/A,0,1,1,Westminster,Private room,1,3,$143.00,365,0,
7.93E+17,Home in Greater London · ★4.90 · 1 bedroom · 1 bed · 0 shared baths,61342550,Caroline,03-03-2016,"London, United Kingdom",N/A,N/A,0,1,1,Croydon,Private room,2,1,$75.00,143,31,4.9
9.16E+17,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 bath,441908715,Waleed,24-01-2022,,96%,100%,0,15,1,Hammersmith and Fulham,Entire home/apt,2,1,$94.00,77,10,4.8
7.94E+17,Rental unit in Greater London · ★4.53 · 2 bedrooms · 3 beds · 1 bath,35376027,Shah,09-06-2015,"London, United Kingdom",86%,98%,0,49,1,Hackney,Entire home/apt,5,3,$170.00,20,17,4.53
9.16E+17,Home in Greater London · 4 bedrooms · 6 beds · 2.5 baths,4967724,Christiana,04-02-2013,"London, United Kingdom",100%,89%,0,9,1,Enfield,Entire home/apt,8,6,$340.00,343,1,5
9.17E+17,Home in Greater London · ★4.83 · 2 bedrooms · 2 beds · 1 bath,26344367,James,19-01-2015,"London, United Kingdom",100%,100%,0,1,1,Wandsworth,Entire home/apt,4,2,$147.00,0,18,4.83
7.95E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,3953341,Zosia,23-10-2012,"London, United Kingdom",100%,54%,1,2,1,Camden,Private room,1,1,$45.00,0,1,5
9.17E+17,Home in Greater London · 4 bedrooms · 4 beds · 2 baths,47817978,Knightsbridge,31-10-2015,"England, United Kingdom",90%,85%,0,12,1,Kensington and Chelsea,Entire home/apt,7,4,$805.00,352,0,
7.96E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,491880744,Ben,18-12-2022,,0%,0%,0,2,1,Waltham Forest,Private room,2,2,$71.00,364,0,
9.17E+17,Rental unit in Greater London · ★4.71 · 1 bedroom · 1 bed · 1 bath,26511998,Mp,22-01-2015,,100%,98%,0,21,1,Harrow,Entire home/apt,2,1,$82.00,337,7,4.71
7.96E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,490780576,Adamu,09-12-2022,,N/A,N/A,0,1,1,Barnet,Entire home/apt,3,1,$198.00,364,0,
9.18E+17,Rental unit in Greater London · 1 bedroom · 2 beds · 1 private bath,33637553,Pablo,18-05-2015,"London, United Kingdom",100%,99%,0,27,1,Newham,Private room,4,2,"$1,000.00",343,0,
7.96E+17,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,443991772,Nada,07-02-2022,,100%,96%,0,1,1,Hackney,Entire home/apt,2,1,$110.00,0,4,5
9.18E+17,Condo in Greater London · ★4.73 · 1 bedroom · 1 bed · 1 private bath,13992523,Sarah,07-04-2014,"London, United Kingdom",90%,56%,0,1,0,Hackney,Private room,2,1,$78.00,122,11,4.73
7.97E+17,Rental unit in Greater London · ★4.33 · 3 bedrooms · 3 beds · 2 baths,438014009,Tasnim,29-12-2021,,69%,58%,0,7,1,Wandsworth,Entire home/apt,6,3,$521.00,168,3,4.33
9.18E+17,Home in Greater London · 3 bedrooms · 3 beds · 4 baths,140820218,Daisy,16-07-2017,"London, United Kingdom",100%,N/A,0,1,1,Brent,Entire home/apt,8,3,$900.00,355,0,
7.98E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1.5 baths,18541044,Andrea,21-07-2014,,100%,43%,0,2,0,Camden,Entire home/apt,2,1,$100.00,84,2,5
9.19E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,44546985,Pati,19-09-2015,"London, United Kingdom",100%,63%,0,2,0,Camden,Private room,1,1,,0,1,5
7.99E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,494670845,Noya,06-01-2023,,100%,100%,0,1,1,Sutton,Entire home/apt,4,1,$90.00,346,5,5
9.19E+17,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,509841822,Charlotte,13-04-2023,,100%,38%,0,2,1,Westminster,Entire home/apt,3,1,$99.00,0,2,4.5
7.99E+17,Home in Greater London · ★4.84 · 5 bedrooms · 5 beds · 3 baths,311706589,Michael,24-11-2019,"England, United Kingdom",100%,99%,0,14,1,Kensington and Chelsea,Entire home/apt,9,5,$730.00,259,37,4.84
9.19E+17,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,521266908,Arjun Shah,21-06-2023,,50%,50%,0,1,1,Wandsworth,Entire home/apt,4,2,$180.00,89,1,4
9.20E+17,Home in Greater London · 2 bedrooms · 2 beds · 1 bath,25779154,Janine,08-01-2015,"London, United Kingdom",N/A,100%,0,2,1,Croydon,Entire home/apt,4,2,,175,0,
7.99E+17,Home in Greater London · 2 bedrooms · 3 beds · 1 bath,30009436,Selam,25-03-2015,"London, United Kingdom",100%,90%,0,58,1,Enfield,Entire home/apt,6,3,$197.00,365,0,
8.00E+17,Rental unit in Greater London · ★4.94 · 1 bedroom · 1 bed · 1 bath,56102358,Polly,25-01-2016,"Kingham, United Kingdom",100%,90%,1,1,1,Wandsworth,Entire home/apt,2,1,$145.00,0,17,4.94
9.20E+17,Home in Greater London · 4 bedrooms · 3 beds · 2.5 baths,90896552,Tamar,20-08-2016,"England, United Kingdom",N/A,100%,0,2,1,Wandsworth,Entire home/apt,7,3,$300.00,169,1,5
8.00E+17,Rental unit in Greater London · ★4.73 · 2 bedrooms · 4 beds · 1 bath,181045658,Tony,28-03-2018,"England, United Kingdom",100%,98%,0,8,1,Newham,Entire home/apt,8,4,$227.00,215,15,4.73
8.01E+17,Condo in Greater London · 2 bedrooms · 2 beds · 2 baths,47609036,Ben,28-10-2015,"London, United Kingdom",100%,87%,1,232,1,Westminster,Entire home/apt,4,2,$264.00,35,0,
9.20E+17,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,35465889,Jasmine,10-06-2015,"London, United Kingdom",100%,100%,0,2,1,Kensington and Chelsea,Private room,2,1,$171.00,251,20,5
8.01E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 2 baths,40912224,Jess,09-08-2015,"London, United Kingdom",100%,55%,0,2,1,Southwark,Entire home/apt,2,1,$102.00,97,5,5
